#{"t_start": 1768629503.0473125, "env_id": "None"}
r,l,t
-74.842302,500,2.001566
-143.15,500,3.163456
-60.134176,500,8.354402
-50.40852,500,9.824279
-46.741572,500,15.527114
-42.875595,500,21.436066
19.631285,91,21.873939
-150.65,500,23.438269
-6.950658,355,29.594208
-139.05,500,36.681502
17.666654,152,37.496463
12.702558,10,37.692277
-130.95,500,43.48794
-143.35,500,45.286662
-130.55,500,47.503045
-134.0,500,61.281216
9.6,6,61.456903
10.645366,10,61.66113
-117.75,500,63.602612
-128.45,500,70.564882
16.313362,20,70.933708
13.762364,6,71.090792
16.624378,98,71.579707
8.0,6,71.750891
-135.05,500,79.417505
-33.953208,437,81.195466
15.210521,500,87.969421
-35.430815,500,89.924684
28.428498,253,90.914544
-131.75,500,105.318314
16.479369,41,105.562648
8.45,6,105.743113
19.370435,22,105.948666
9.4,6,106.13231
46.380799,218,107.066784
7.75,6,107.259148
-67.106796,500,109.321638
12.156124,6,109.504696
-95.121001,500,116.519785
-134.75,500,118.218314
-65.867359,500,132.507731
24.714711,55,132.991235
12.614416,19,133.224663
-109.95,500,135.155463
11.92697,167,135.884182
19.816669,89,136.441025
0.389534,228,143.601486
-50.623568,500,145.944849
-80.081844,500,157.201515
11.725094,15,157.437894
-137.35,500,165.489692
-54.138346,500,167.924255
-41.650148,500,175.954765
-10.20259,135,185.512921
8.9,6,185.739714
-11.956059,500,188.027621
-19.923457,341,189.493164
22.790885,101,190.13362
-91.159043,500,198.768601
-61.07127,500,200.974123
-67.771072,500,217.974076
-102.7,500,220.134597
-104.75,500,222.460187
-60.847469,500,231.132158
-52.601907,500,241.948536
2.671363,120,242.676721
22.224523,16,243.10057
-100.995558,500,252.372318
-103.5,500,254.980021
-86.35,500,272.859639
-121.2,500,275.266058
-82.5,500,277.890094
-50.932016,500,286.899888
-108.25,500,289.304887
-101.412482,500,307.811284
-34.592157,500,310.217014
-24.601646,500,312.30255
-145.55,500,320.744097
11.543989,76,321.12518
-57.07163,500,331.909302
-91.95,500,340.435247
-78.1,500,342.468515
-123.85,500,345.288565
-114.75,500,364.077518
-60.709346,500,366.627741
16.764218,46,366.936959
-66.823783,500,375.09964
-129.45,500,377.72984
-4.957782,500,389.318462
-54.544476,500,397.951045
9.65,6,398.176921
-31.714446,500,400.472461
3.797751,148,401.502529
-90.5,500,417.784071
10.448504,54,418.109544
-94.7,500,420.195976
-33.765341,500,428.559125
-75.2,500,430.745945
-87.1,500,441.759387
-70.05,500,449.666704
-51.70026,500,452.131306
-54.811245,500,460.801561
9.15,6,461.023497
-135.9,500,471.705413
-90.908705,500,473.599906
15.347657,67,473.93293
-91.950918,500,481.888281
15.080585,95,482.314659
-28.786021,500,484.845666
-73.95,500,501.875682
-148.3,500,503.903196
-56.3,500,512.500562
-48.2,500,514.979099
-119.9,500,526.194736
-84.595455,500,534.977473
-54.25,500,537.236627
-73.1,500,545.592896
-6.200054,500,557.59555
23.14023,19,557.877936
12.265199,33,558.169645
-34.817469,500,560.574731
-96.55,500,569.296846
-96.05,500,571.423048
-73.5,500,589.649496
-149.25,500,592.506639
12.975572,54,593.27082
-43.20752,500,595.499504
-137.3,500,603.65551
-78.55,500,615.384366
-107.15,500,623.89472
-53.107165,500,626.209685
-64.8,500,628.784635
-58.337719,500,637.550403
-0.277777,500,649.611183
-63.752276,500,657.871077
-34.206438,500,659.902941
-103.25,500,662.235881
-42.697901,500,680.421173
-82.7,500,682.865727
-80.75,500,691.71318
7.569193,103,692.607517
17.036861,78,693.515453
-45.412039,500,705.691874
-80.3,500,714.29303
-79.7,500,716.858497
-9.582872,411,718.523096
-71.204666,500,727.535915
25.717666,40,727.874527
16.732216,116,738.081081
-9.351204,500,740.622761
-77.3,500,748.867558
-50.5,500,751.720741
-58.45,500,764.111023
-115.9,500,772.711463
-24.570446,500,774.781366
-40.185404,500,783.835858
15.153942,9,784.249737
-47.2,500,795.918378
-96.75,500,798.589465
-19.272089,500,807.600826
-92.45,500,809.862986
-99.314687,500,818.53565
-107.05,500,830.228861
-93.137356,500,832.294125
-82.7,500,841.198645
-75.418885,500,843.51207
-92.6,500,862.764769
-61.1,500,865.348324
9.4,6,865.548479
-51.6,500,868.177703
-67.15,500,877.047478
20.106386,145,887.170751
-108.7,500,889.664069
-42.026488,500,898.017709
14.172802,73,898.621001
-69.115727,500,900.924634
-89.7,500,917.915484
-113.9,500,920.094272
-31.482348,500,922.288607
-35.360177,500,930.312101
-80.5,500,932.639254
-44.491558,500,950.295275
-1.550721,500,952.438611
-64.6,500,954.703068
31.739202,94,955.404532
-69.535523,500,974.066849
-69.888581,500,976.200662
20.932886,500,984.90108
-40.347627,500,987.400978
-93.2,500,989.645251
-33.28982,500,1007.634226
-121.75,500,1010.261246
-20.523487,500,1018.687454
-57.9,500,1021.103009
-60.0,500,1033.105358
-54.9,500,1041.680933
-47.7,500,1043.965012
-65.355937,500,1053.085185
-24.398715,500,1066.117476
-58.9,500,1068.60002
-49.9,500,1078.017658
-121.4,500,1080.209475
-62.635709,500,1099.281285
-47.30107,500,1101.747709
-48.994047,500,1103.987543
15.872851,6,1104.237894
-73.5,500,1113.135188
-31.51237,500,1126.155245
-41.767193,500,1135.677883
7.916537,247,1137.292062
-64.7,500,1139.959008
-28.823796,500,1158.479455
-51.7,500,1161.0213
49.501566,153,1161.825571
-30.71556,500,1171.102678
23.498062,65,1171.48362
-48.540515,500,1173.960565
5.795465,500,1186.155291
-59.9,500,1195.240844
-88.75,500,1198.297567
-67.243558,500,1207.405493
-26.656626,500,1218.981365
33.766428,70,1219.754997
0.195187,104,1220.462605
-62.703431,500,1228.852049
-59.115743,500,1231.365471
-44.850618,500,1233.755874
9.15,6,1233.998769
15.374864,288,1251.528586
-96.85,500,1253.812982
10.928034,6,1254.051428
-56.4,500,1256.144338
9.15,6,1256.380857
-70.076867,500,1264.87959
-31.905109,500,1276.290915
8.15,6,1276.517472
-99.25,500,1284.814492
-44.943688,500,1287.561154
-59.85,500,1289.737677
-28.322179,500,1298.352787
-107.2,500,1310.611423
62.021,500,1318.575351
-89.05,500,1320.758442
-96.35,500,1323.064969
-90.7,500,1341.012856
-97.257257,500,1343.121804
-50.059375,500,1351.571749
33.966914,245,1353.034239
-87.334276,479,1364.126776
-94.1,500,1372.855198
-103.6,500,1375.205938
9.4,6,1375.450953
-48.198691,500,1377.571498
21.222349,28,1378.090846
17.291572,20,1378.358398
24.397534,35,1378.661714
-82.233357,500,1397.284008
-25.181713,500,1399.585237
-36.514075,500,1408.468818
-73.35,500,1411.174368
-22.022962,500,1423.542637
-64.12874,500,1432.133185
-59.831941,500,1434.558567
-120.3,500,1442.854522
-55.079096,500,1454.894684
-73.5,500,1457.604589
-44.18294,500,1466.192657
-115.9,500,1468.33514
-52.602884,500,1476.790978
-19.98626,345,1488.669425
-67.801423,500,1490.936831
-14.877415,500,1499.591508
-49.901572,500,1502.22087
-104.6,500,1520.076649
14.66714,138,1520.815336
9.15,6,1521.060724
-11.62696,344,1523.069297
6.88235,204,1523.845171
12.512039,500,1532.249606
-76.075656,500,1534.88603
-132.15,500,1546.715296
-22.090823,500,1555.070485
-30.79158,500,1557.319274
-130.15,500,1565.6129
-91.6,500,1577.07537
-73.780239,500,1579.447585
-44.051952,500,1588.035764
-55.806496,500,1590.124191
11.896133,285,1601.550694
9.251642,116,1602.04567
-37.591585,500,1610.594409
-39.191462,500,1612.701801
14.365198,17,1612.960923
-36.45,500,1621.325899
-35.178317,500,1633.400555
-52.5,500,1635.494152
-48.502128,500,1644.186832
-16.290319,442,1646.081508
19.588855,79,1646.50668
23.209175,55,1647.085219
-43.0,500,1665.303453
21.266733,40,1665.62952
36.627135,201,1666.561624
-71.913051,500,1669.162677
-18.913424,500,1677.838454
-97.3,500,1680.178878
-10.485741,467,1691.738481
-66.4,500,1700.341015
-66.388351,500,1702.496074
17.117347,56,1702.877775
-4.800671,298,1710.568253
24.552725,235,1711.568278
-105.55,500,1723.227633
-61.5,500,1731.341117
1.279194,262,1732.942498
-110.7,500,1735.334543
-110.9,500,1753.072571
17.178834,102,1753.518617
-96.9,500,1755.750103
-56.375869,500,1757.730662
-61.378843,500,1765.799003
-107.742181,500,1777.083672
-57.5,500,1785.355203
-103.55,500,1787.348293
-83.25,500,1789.56918
-60.9,500,1807.225314
-75.55,500,1809.46967
18.101597,317,1811.484206
-39.18657,500,1819.617633
-115.45,500,1822.336647
-76.2,500,1840.27751
-45.6,500,1842.432768
21.233943,479,1844.420732
-47.5,500,1852.942621
-99.6,500,1863.899001
26.276219,14,1864.147001
44.797441,36,1864.675591
-67.5,500,1873.187835
8.935553,47,1873.759177
-96.3,500,1876.490904
-63.75,500,1884.933942
-84.554392,500,1896.424717
-111.38264,500,1898.827617
-107.5,500,1907.189457
-12.370425,500,1909.466643
-55.122344,500,1926.963839
-87.75,500,1929.076865
-59.135655,500,1931.444815
-25.95318,500,1939.826693
-69.835715,500,1950.681409
-43.44624,456,1958.799444
-36.907003,500,1961.297534
-76.689447,500,1963.60519
-72.3,500,1981.143926
-93.2,500,1983.482002
-82.15,500,1991.893285
-90.2,500,1994.035217
-43.2,500,2005.877952
-82.7,500,2014.105846
-59.198399,500,2016.517481
-68.05,500,2025.25782
1.483486,334,2026.94741
-37.176557,500,2038.343847
-4.006088,322,2039.499476
36.281224,178,2046.901386
-37.66339,500,2049.100676
-48.65,500,2051.195958
-52.8818,500,2067.443661
-79.35,500,2069.422796
-52.75,500,2077.727677
-35.937412,500,2080.093434
-31.578496,500,2090.99378
-86.4,500,2099.036691
-29.245294,500,2101.321772
23.296822,98,2101.965761
9.56885,115,2102.459319
-51.95,500,2119.434987
9.14493,287,2121.52698
-43.862879,500,2123.507605
-33.526383,500,2131.968333
-49.089633,500,2134.326638
-58.4,500,2151.678703
-132.755757,500,2153.670223
-33.930071,500,2155.944263
-105.8,500,2164.459338
-44.75,500,2175.924226
-65.7,500,2184.227602
-50.9,500,2186.486762
-54.35,500,2188.605973
-79.65,500,2206.705985
-67.9,500,2209.190487
-130.5,500,2217.479181
-75.5,500,2219.92052
-55.976761,500,2231.328626
-33.738243,500,2239.677072
-53.94066,500,2242.30311
-39.25,500,2250.527556
-97.0,500,2262.906071
-66.15,500,2265.493754
-44.95,500,2274.364108
-38.164549,500,2276.329156
-94.65,500,2293.160837
-65.7,500,2295.517577
-65.095318,500,2297.509086
-64.25,500,2305.808687
-47.240572,500,2308.690712
18.984119,158,2319.163701
-74.75,500,2328.374659
-77.794499,500,2331.26951
-55.45,500,2340.258182
-49.95,500,2352.115601
-81.8,500,2354.585273
-51.563314,500,2363.735746
15.765035,55,2364.075913
-65.1,500,2366.788326
-29.067696,500,2386.548229
-34.147393,500,2388.773818
-31.226592,500,2391.062478
-30.458552,500,2399.713552
-40.935797,500,2412.152708
-22.143262,500,2420.71555
-44.796623,500,2423.324953
-52.15,500,2425.694717
10.768304,134,2426.334472
25.728026,500,2446.431292
-68.25,500,2449.150035
-56.35,500,2457.884255
-57.3,500,2460.363766
-71.85,500,2472.035197
-29.270782,500,2479.827808
-31.160321,500,2482.337893
-88.8,500,2490.149239
-48.95,500,2501.847841
-77.33254,500,2504.249476
-65.259012,500,2512.576907
-7.964583,395,2514.39607
-55.05,500,2522.437794
-4.449966,500,2534.510254
-55.75,500,2536.627538
-39.607562,500,2545.3911
-138.85,500,2547.550944
-60.0,500,2565.465098
17.56414,61,2565.845889
-105.2,500,2567.962388
-38.878854,500,2569.970041
-36.400017,500,2577.945236
-62.113754,500,2589.333613
-44.33191,500,2597.691164
-154.0,500,2599.987854
-40.038133,500,2602.276048
-38.070336,500,2619.770196
-95.1,500,2621.920826
-55.925415,500,2630.8533
-59.25,500,2633.143412
-63.25,500,2644.781707
-23.526271,500,2653.607785
13.634313,306,2655.012274
-74.8,500,2657.130488
-45.836229,500,2675.617126
-33.399664,500,2677.983631
-0.564052,500,2686.565881
-27.307318,500,2688.96557
8.90244,93,2689.618941
-112.9,500,2708.090693
-133.35,500,2710.335519
-118.2,500,2712.705406
-51.5,500,2721.328555
-34.485666,500,2732.582369
-91.9,500,2741.123674
-1.097776,500,2743.205451
-30.048705,500,2745.281422
-61.65,500,2753.523806
-58.672518,500,2764.720371
-46.05,500,2773.328237
-85.75,500,2775.70071
-94.663184,500,2777.856984
-47.95,500,2795.314449
-71.45,500,2798.001936
-43.960962,500,2806.157846
-50.406188,500,2808.287457
-53.5,500,2819.704214
-3.696163,472,2827.94574
-9.759653,500,2829.981345
-31.278331,500,2838.003738
-107.4,500,2849.505657
8.542619,500,2851.516721
-71.25,500,2859.625929
-119.35,500,2861.912001
70.987909,345,2872.273972
27.480205,209,2879.586917
-47.85,500,2881.705665
-72.35,500,2883.859152
-32.078928,500,2891.970299
-65.885397,500,2903.202034
45.821514,500,2911.373521
-75.469923,500,2913.490125
-106.45,500,2915.686881
14.410272,119,2916.616093
-75.35,500,2934.254841
10.475239,54,2934.814373
-101.45,500,2936.765337
-105.6,500,2944.901134
-71.495572,500,2947.08926
-28.370794,500,2964.11792
-27.080644,500,2966.459275
-22.130874,500,2968.433883
-98.6,500,2976.855195
-31.021354,500,2988.367128
-61.2,500,2996.838517
-56.0,500,2999.038637
-36.039414,500,3001.586937
-64.95,500,3019.758629
-65.65,500,3022.409814
13.19807,81,3022.837486
-27.274708,500,3031.152382
-53.651901,500,3033.205737
-39.65517,500,3044.357788
9.79897,225,3051.614131
-87.2,500,3053.916857
-71.2,500,3055.859191
105.817259,479,3063.633643
-56.621582,500,3075.542492
-78.05,500,3084.219828
-98.1,500,3086.407531
-103.3,500,3088.825354
-54.2,500,3105.925408
-73.793992,500,3107.955564
-89.0,500,3116.227879
-95.15,500,3118.633969
-76.3,500,3129.865731
-83.0,500,3137.870974
-29.290054,500,3139.845912
-85.5,500,3147.83823
-39.674036,500,3159.073747
-66.111606,500,3161.008854
5.111954,335,3167.971611
-11.09401,500,3169.98484
-88.7,500,3180.993512
-41.936463,500,3189.708646
-52.428432,500,3192.120589
-76.393488,500,3200.327871
-55.85,500,3211.775321
-65.468435,500,3214.454763
-97.35,500,3223.067749
-61.978538,500,3225.213091
-133.0,500,3233.498798
-57.6,500,3244.258326
-70.409802,500,3246.742181
-116.0,500,3255.075258
-62.35,500,3257.074674
-87.0,500,3275.050901
9.540422,237,3276.105421
-42.27791,500,3278.664527
-9.784004,356,3280.154943
-67.15,500,3288.78835
-110.6,500,3299.901347
-45.45,500,3307.863119
-25.012638,500,3310.038765
-64.0,500,3312.252899
-64.007435,500,3329.709908
7.782446,383,3331.493399
-10.406572,500,3340.110643
-68.89302,500,3342.21363
-70.8,500,3353.695523
-62.246509,500,3362.498232
-58.371245,500,3364.781768
-63.784789,500,3372.814989
-103.0,500,3384.012537
-85.949948,500,3385.977961
-115.15,500,3393.902849
-75.55,500,3396.132457
-65.203624,500,3413.564026
-87.95,500,3415.678462
-56.35,500,3418.255361
-47.408309,500,3426.14914
-6.744248,372,3427.585696
-65.179429,500,3438.799041
15.551063,96,3445.64832
-131.4,500,3447.564873
-131.4,500,3449.494292
-52.75,500,3466.462389
-26.156361,500,3468.44803
-70.233999,500,3476.503999
-7.257944,500,3478.81978
-2.22193,289,3479.891377
-0.282996,500,3496.486755
-99.45,500,3498.905366
19.625985,500,3500.877639
-54.239574,500,3508.907726
